tweet_text,adj,question,answer_a,answer_b
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,romantic,How can this statement be described?,romantic,not romantic
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,friendly,How can this statement be described?,friendly,not friendly
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,clever,How can this statement be described?,clever,not clever
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,compassionate,How can this statement be described?,compassionate,not compassionate
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,aggressive,How can this statement be described?,aggressive,not aggressive
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,cynical,How can this statement be described?,cynical,not cynical
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,grumpy,How can this statement be described?,grumpy,not grumpy
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,nervous,How can this statement be described?,nervous,not nervous
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,defensive,How can this statement be described?,defensive,not defensive
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,arrogant,How can this statement be described?,arrogant,not arrogant
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,impulsive,How can this statement be described?,impulsive,not impulsive
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,patronizing,How can this statement be described?,patronizing,not patronizing
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,sullen,How can this statement be described?,sullen,not sullen
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,stubborn,How can this statement be described?,stubborn,not stubborn
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,egotistical,How can this statement be described?,egotistical,not egotistical
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,rude,How can this statement be described?,rude,not rude
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,mean,How can this statement be described?,mean,not mean
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,secretive,How can this statement be described?,secretive,not secretive
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,bossy,How can this statement be described?,bossy,not bossy
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,lazy,How can this statement be described?,lazy,not lazy
@user I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,selfish,How can this statement be described?,selfish,not selfish
"Sock Con, the conference for socks",creative,How can this statement be described?,creative,not creative
"Sock Con, the conference for socks",adventurous,How can this statement be described?,adventurous,not adventurous
"Sock Con, the conference for socks",generous,How can this statement be described?,generous,not generous
"Sock Con, the conference for socks",decisive,How can this statement be described?,decisive,not decisive
"Sock Con, the conference for socks",diplomatic,How can this statement be described?,diplomatic,not diplomatic
"Sock Con, the conference for socks",affectionate,How can this statement be described?,affectionate,not affectionate
"Sock Con, the conference for socks",hardworking,How can this statement be described?,hardworking,not hardworking
"Sock Con, the conference for socks",observant,How can this statement be described?,observant,not observant
"Sock Con, the conference for socks",helpful,How can this statement be described?,helpful,not helpful
"Sock Con, the conference for socks",optimistic,How can this statement be described?,optimistic,not optimistic
"Sock Con, the conference for socks",honest,How can this statement be described?,honest,not honest
"Sock Con, the conference for socks",funny,How can this statement be described?,funny,not funny
"Sock Con, the conference for socks",amusing,How can this statement be described?,amusing,not amusing
"Sock Con, the conference for socks",calm,How can this statement be described?,calm,not calm
"Sock Con, the conference for socks",polite,How can this statement be described?,polite,not polite
"Sock Con, the conference for socks",charismatic,How can this statement be described?,charismatic,not charismatic
"Sock Con, the conference for socks",romantic,How can this statement be described?,romantic,not romantic
"Sock Con, the conference for socks",friendly,How can this statement be described?,friendly,not friendly
"Sock Con, the conference for socks",clever,How can this statement be described?,clever,not clever
"Sock Con, the conference for socks",compassionate,How can this statement be described?,compassionate,not compassionate
"Sock Con, the conference for socks",aggressive,How can this statement be described?,aggressive,not aggressive
"Sock Con, the conference for socks",cynical,How can this statement be described?,cynical,not cynical
"Sock Con, the conference for socks",grumpy,How can this statement be described?,grumpy,not grumpy
"Sock Con, the conference for socks",nervous,How can this statement be described?,nervous,not nervous
"Sock Con, the conference for socks",defensive,How can this statement be described?,defensive,not defensive
"Sock Con, the conference for socks",arrogant,How can this statement be described?,arrogant,not arrogant
"Sock Con, the conference for socks",impulsive,How can this statement be described?,impulsive,not impulsive
"Sock Con, the conference for socks",patronizing,How can this statement be described?,patronizing,not patronizing
"Sock Con, the conference for socks",pessimistic,How can this statement be described?,pessimistic,not pessimistic
"Sock Con, the conference for socks",sullen,How can this statement be described?,sullen,not sullen
"Sock Con, the conference for socks",stubborn,How can this statement be described?,stubborn,not stubborn
"Sock Con, the conference for socks",egotistical,How can this statement be described?,egotistical,not egotistical
"Sock Con, the conference for socks",rude,How can this statement be described?,rude,not rude
"Sock Con, the conference for socks",mean,How can this statement be described?,mean,not mean
"Sock Con, the conference for socks",secretive,How can this statement be described?,secretive,not secretive
"Sock Con, the conference for socks",bossy,How can this statement be described?,bossy,not bossy
"Sock Con, the conference for socks",sarcastic,How can this statement be described?,sarcastic,not sarcastic
"Sock Con, the conference for socks",irresponsible,How can this statement be described?,irresponsible,not irresponsible
"Sock Con, the conference for socks",lazy,How can this statement be described?,lazy,not lazy
"Sock Con, the conference for socks",selfish,How can this statement be described?,selfish,not selfish
Always something new for the magazine cover and the articles practically write themselves,creative,How can this statement be described?,creative,not creative
Always something new for the magazine cover and the articles practically write themselves,adventurous,How can this statement be described?,adventurous,not adventurous
Always something new for the magazine cover and the articles practically write themselves,generous,How can this statement be described?,generous,not generous
Always something new for the magazine cover and the articles practically write themselves,decisive,How can this statement be described?,decisive,not decisive
Always something new for the magazine cover and the articles practically write themselves,diplomatic,How can this statement be described?,diplomatic,not diplomatic
Always something new for the magazine cover and the articles practically write themselves,affectionate,How can this statement be described?,affectionate,not affectionate
Always something new for the magazine cover and the articles practically write themselves,hardworking,How can this statement be described?,hardworking,not hardworking
Always something new for the magazine cover and the articles practically write themselves,observant,How can this statement be described?,observant,not observant
Always something new for the magazine cover and the articles practically write themselves,helpful,How can this statement be described?,helpful,not helpful
Always something new for the magazine cover and the articles practically write themselves,optimistic,How can this statement be described?,optimistic,not optimistic
Always something new for the magazine cover and the articles practically write themselves,honest,How can this statement be described?,honest,not honest
Always something new for the magazine cover and the articles practically write themselves,funny,How can this statement be described?,funny,not funny
Always something new for the magazine cover and the articles practically write themselves,amusing,How can this statement be described?,amusing,not amusing
Always something new for the magazine cover and the articles practically write themselves,calm,How can this statement be described?,calm,not calm
Always something new for the magazine cover and the articles practically write themselves,polite,How can this statement be described?,polite,not polite
Always something new for the magazine cover and the articles practically write themselves,charismatic,How can this statement be described?,charismatic,not charismatic
Always something new for the magazine cover and the articles practically write themselves,romantic,How can this statement be described?,romantic,not romantic
Always something new for the magazine cover and the articles practically write themselves,friendly,How can this statement be described?,friendly,not friendly
Always something new for the magazine cover and the articles practically write themselves,clever,How can this statement be described?,clever,not clever
Always something new for the magazine cover and the articles practically write themselves,compassionate,How can this statement be described?,compassionate,not compassionate
Always something new for the magazine cover and the articles practically write themselves,aggressive,How can this statement be described?,aggressive,not aggressive
Always something new for the magazine cover and the articles practically write themselves,cynical,How can this statement be described?,cynical,not cynical
Always something new for the magazine cover and the articles practically write themselves,grumpy,How can this statement be described?,grumpy,not grumpy
Always something new for the magazine cover and the articles practically write themselves,nervous,How can this statement be described?,nervous,not nervous
Always something new for the magazine cover and the articles practically write themselves,defensive,How can this statement be described?,defensive,not defensive
Always something new for the magazine cover and the articles practically write themselves,arrogant,How can this statement be described?,arrogant,not arrogant
Always something new for the magazine cover and the articles practically write themselves,impulsive,How can this statement be described?,impulsive,not impulsive
Always something new for the magazine cover and the articles practically write themselves,patronizing,How can this statement be described?,patronizing,not patronizing
Always something new for the magazine cover and the articles practically write themselves,pessimistic,How can this statement be described?,pessimistic,not pessimistic
Always something new for the magazine cover and the articles practically write themselves,sullen,How can this statement be described?,sullen,not sullen
Always something new for the magazine cover and the articles practically write themselves,stubborn,How can this statement be described?,stubborn,not stubborn
Always something new for the magazine cover and the articles practically write themselves,egotistical,How can this statement be described?,egotistical,not egotistical
Always something new for the magazine cover and the articles practically write themselves,rude,How can this statement be described?,rude,not rude
Always something new for the magazine cover and the articles practically write themselves,mean,How can this statement be described?,mean,not mean
Always something new for the magazine cover and the articles practically write themselves,secretive,How can this statement be described?,secretive,not secretive
Always something new for the magazine cover and the articles practically write themselves,bossy,How can this statement be described?,bossy,not bossy
Always something new for the magazine cover and the articles practically write themselves,sarcastic,How can this statement be described?,sarcastic,not sarcastic
Always something new for the magazine cover and the articles practically write themselves,irresponsible,How can this statement be described?,irresponsible,not irresponsible
Always something new for the magazine cover and the articles practically write themselves,lazy,How can this statement be described?,lazy,not lazy
Always something new for the magazine cover and the articles practically write themselves,selfish,How can this statement be described?,selfish,not selfish
@user This guy gets it,creative,How can this statement be described?,creative,not creative
@user This guy gets it,adventurous,How can this statement be described?,adventurous,not adventurous
@user This guy gets it,generous,How can this statement be described?,generous,not generous
@user This guy gets it,decisive,How can this statement be described?,decisive,not decisive
@user This guy gets it,diplomatic,How can this statement be described?,diplomatic,not diplomatic
@user This guy gets it,affectionate,How can this statement be described?,affectionate,not affectionate
@user This guy gets it,hardworking,How can this statement be described?,hardworking,not hardworking
@user This guy gets it,observant,How can this statement be described?,observant,not observant
@user This guy gets it,helpful,How can this statement be described?,helpful,not helpful
@user This guy gets it,optimistic,How can this statement be described?,optimistic,not optimistic
@user This guy gets it,honest,How can this statement be described?,honest,not honest
@user This guy gets it,funny,How can this statement be described?,funny,not funny
@user This guy gets it,amusing,How can this statement be described?,amusing,not amusing
@user This guy gets it,calm,How can this statement be described?,calm,not calm
@user This guy gets it,polite,How can this statement be described?,polite,not polite
@user This guy gets it,charismatic,How can this statement be described?,charismatic,not charismatic
@user This guy gets it,romantic,How can this statement be described?,romantic,not romantic
@user This guy gets it,friendly,How can this statement be described?,friendly,not friendly
@user This guy gets it,clever,How can this statement be described?,clever,not clever
@user This guy gets it,compassionate,How can this statement be described?,compassionate,not compassionate
@user This guy gets it,aggressive,How can this statement be described?,aggressive,not aggressive
@user This guy gets it,cynical,How can this statement be described?,cynical,not cynical
@user This guy gets it,grumpy,How can this statement be described?,grumpy,not grumpy
@user This guy gets it,nervous,How can this statement be described?,nervous,not nervous
@user This guy gets it,defensive,How can this statement be described?,defensive,not defensive
@user This guy gets it,arrogant,How can this statement be described?,arrogant,not arrogant
@user This guy gets it,impulsive,How can this statement be described?,impulsive,not impulsive
@user This guy gets it,patronizing,How can this statement be described?,patronizing,not patronizing
@user This guy gets it,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user This guy gets it,sullen,How can this statement be described?,sullen,not sullen
@user This guy gets it,stubborn,How can this statement be described?,stubborn,not stubborn
@user This guy gets it,egotistical,How can this statement be described?,egotistical,not egotistical
@user This guy gets it,rude,How can this statement be described?,rude,not rude
@user This guy gets it,mean,How can this statement be described?,mean,not mean
@user This guy gets it,secretive,How can this statement be described?,secretive,not secretive
@user This guy gets it,bossy,How can this statement be described?,bossy,not bossy
@user This guy gets it,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user This guy gets it,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user This guy gets it,lazy,How can this statement be described?,lazy,not lazy
@user This guy gets it,selfish,How can this statement be described?,selfish,not selfish
Sock tech is so advanced that you can get pretty much anything in sock form these days!,creative,How can this statement be described?,creative,not creative
Sock tech is so advanced that you can get pretty much anything in sock form these days!,adventurous,How can this statement be described?,adventurous,not adventurous
Sock tech is so advanced that you can get pretty much anything in sock form these days!,generous,How can this statement be described?,generous,not generous
Sock tech is so advanced that you can get pretty much anything in sock form these days!,decisive,How can this statement be described?,decisive,not decisive
Sock tech is so advanced that you can get pretty much anything in sock form these days!,diplomatic,How can this statement be described?,diplomatic,not diplomatic
Sock tech is so advanced that you can get pretty much anything in sock form these days!,affectionate,How can this statement be described?,affectionate,not affectionate
Sock tech is so advanced that you can get pretty much anything in sock form these days!,hardworking,How can this statement be described?,hardworking,not hardworking
Sock tech is so advanced that you can get pretty much anything in sock form these days!,observant,How can this statement be described?,observant,not observant
Sock tech is so advanced that you can get pretty much anything in sock form these days!,helpful,How can this statement be described?,helpful,not helpful
Sock tech is so advanced that you can get pretty much anything in sock form these days!,optimistic,How can this statement be described?,optimistic,not optimistic
Sock tech is so advanced that you can get pretty much anything in sock form these days!,honest,How can this statement be described?,honest,not honest
Sock tech is so advanced that you can get pretty much anything in sock form these days!,funny,How can this statement be described?,funny,not funny
Sock tech is so advanced that you can get pretty much anything in sock form these days!,amusing,How can this statement be described?,amusing,not amusing
Sock tech is so advanced that you can get pretty much anything in sock form these days!,calm,How can this statement be described?,calm,not calm
Sock tech is so advanced that you can get pretty much anything in sock form these days!,polite,How can this statement be described?,polite,not polite
Sock tech is so advanced that you can get pretty much anything in sock form these days!,charismatic,How can this statement be described?,charismatic,not charismatic
Sock tech is so advanced that you can get pretty much anything in sock form these days!,romantic,How can this statement be described?,romantic,not romantic
Sock tech is so advanced that you can get pretty much anything in sock form these days!,friendly,How can this statement be described?,friendly,not friendly
Sock tech is so advanced that you can get pretty much anything in sock form these days!,clever,How can this statement be described?,clever,not clever
Sock tech is so advanced that you can get pretty much anything in sock form these days!,compassionate,How can this statement be described?,compassionate,not compassionate
Sock tech is so advanced that you can get pretty much anything in sock form these days!,aggressive,How can this statement be described?,aggressive,not aggressive
Sock tech is so advanced that you can get pretty much anything in sock form these days!,cynical,How can this statement be described?,cynical,not cynical
Sock tech is so advanced that you can get pretty much anything in sock form these days!,grumpy,How can this statement be described?,grumpy,not grumpy
Sock tech is so advanced that you can get pretty much anything in sock form these days!,nervous,How can this statement be described?,nervous,not nervous
Sock tech is so advanced that you can get pretty much anything in sock form these days!,defensive,How can this statement be described?,defensive,not defensive
Sock tech is so advanced that you can get pretty much anything in sock form these days!,arrogant,How can this statement be described?,arrogant,not arrogant
Sock tech is so advanced that you can get pretty much anything in sock form these days!,impulsive,How can this statement be described?,impulsive,not impulsive
Sock tech is so advanced that you can get pretty much anything in sock form these days!,patronizing,How can this statement be described?,patronizing,not patronizing
Sock tech is so advanced that you can get pretty much anything in sock form these days!,pessimistic,How can this statement be described?,pessimistic,not pessimistic
Sock tech is so advanced that you can get pretty much anything in sock form these days!,sullen,How can this statement be described?,sullen,not sullen
Sock tech is so advanced that you can get pretty much anything in sock form these days!,stubborn,How can this statement be described?,stubborn,not stubborn
Sock tech is so advanced that you can get pretty much anything in sock form these days!,egotistical,How can this statement be described?,egotistical,not egotistical
Sock tech is so advanced that you can get pretty much anything in sock form these days!,rude,How can this statement be described?,rude,not rude
Sock tech is so advanced that you can get pretty much anything in sock form these days!,mean,How can this statement be described?,mean,not mean
Sock tech is so advanced that you can get pretty much anything in sock form these days!,secretive,How can this statement be described?,secretive,not secretive
Sock tech is so advanced that you can get pretty much anything in sock form these days!,bossy,How can this statement be described?,bossy,not bossy
Sock tech is so advanced that you can get pretty much anything in sock form these days!,sarcastic,How can this statement be described?,sarcastic,not sarcastic
Sock tech is so advanced that you can get pretty much anything in sock form these days!,irresponsible,How can this statement be described?,irresponsible,not irresponsible
Sock tech is so advanced that you can get pretty much anything in sock form these days!,lazy,How can this statement be described?,lazy,not lazy
Sock tech is so advanced that you can get pretty much anything in sock form these days!,selfish,How can this statement be described?,selfish,not selfish
I must confess to a penchant for creative socks,creative,How can this statement be described?,creative,not creative
I must confess to a penchant for creative socks,adventurous,How can this statement be described?,adventurous,not adventurous
I must confess to a penchant for creative socks,generous,How can this statement be described?,generous,not generous
I must confess to a penchant for creative socks,decisive,How can this statement be described?,decisive,not decisive
I must confess to a penchant for creative socks,diplomatic,How can this statement be described?,diplomatic,not diplomatic
I must confess to a penchant for creative socks,affectionate,How can this statement be described?,affectionate,not affectionate
I must confess to a penchant for creative socks,hardworking,How can this statement be described?,hardworking,not hardworking
I must confess to a penchant for creative socks,observant,How can this statement be described?,observant,not observant
I must confess to a penchant for creative socks,helpful,How can this statement be described?,helpful,not helpful
I must confess to a penchant for creative socks,optimistic,How can this statement be described?,optimistic,not optimistic
I must confess to a penchant for creative socks,honest,How can this statement be described?,honest,not honest
I must confess to a penchant for creative socks,funny,How can this statement be described?,funny,not funny
I must confess to a penchant for creative socks,amusing,How can this statement be described?,amusing,not amusing
I must confess to a penchant for creative socks,calm,How can this statement be described?,calm,not calm
I must confess to a penchant for creative socks,polite,How can this statement be described?,polite,not polite
I must confess to a penchant for creative socks,charismatic,How can this statement be described?,charismatic,not charismatic
I must confess to a penchant for creative socks,romantic,How can this statement be described?,romantic,not romantic
I must confess to a penchant for creative socks,friendly,How can this statement be described?,friendly,not friendly
I must confess to a penchant for creative socks,clever,How can this statement be described?,clever,not clever
I must confess to a penchant for creative socks,compassionate,How can this statement be described?,compassionate,not compassionate
I must confess to a penchant for creative socks,aggressive,How can this statement be described?,aggressive,not aggressive
I must confess to a penchant for creative socks,cynical,How can this statement be described?,cynical,not cynical
I must confess to a penchant for creative socks,grumpy,How can this statement be described?,grumpy,not grumpy
I must confess to a penchant for creative socks,nervous,How can this statement be described?,nervous,not nervous
I must confess to a penchant for creative socks,defensive,How can this statement be described?,defensive,not defensive
I must confess to a penchant for creative socks,arrogant,How can this statement be described?,arrogant,not arrogant
I must confess to a penchant for creative socks,impulsive,How can this statement be described?,impulsive,not impulsive
I must confess to a penchant for creative socks,patronizing,How can this statement be described?,patronizing,not patronizing
I must confess to a penchant for creative socks,pessimistic,How can this statement be described?,pessimistic,not pessimistic
I must confess to a penchant for creative socks,sullen,How can this statement be described?,sullen,not sullen
I must confess to a penchant for creative socks,stubborn,How can this statement be described?,stubborn,not stubborn
I must confess to a penchant for creative socks,egotistical,How can this statement be described?,egotistical,not egotistical
I must confess to a penchant for creative socks,rude,How can this statement be described?,rude,not rude
I must confess to a penchant for creative socks,mean,How can this statement be described?,mean,not mean
I must confess to a penchant for creative socks,secretive,How can this statement be described?,secretive,not secretive
I must confess to a penchant for creative socks,bossy,How can this statement be described?,bossy,not bossy
I must confess to a penchant for creative socks,sarcastic,How can this statement be described?,sarcastic,not sarcastic
I must confess to a penchant for creative socks,irresponsible,How can this statement be described?,irresponsible,not irresponsible
I must confess to a penchant for creative socks,lazy,How can this statement be described?,lazy,not lazy
I must confess to a penchant for creative socks,selfish,How can this statement be described?,selfish,not selfish
@user It’s time,creative,How can this statement be described?,creative,not creative
@user It’s time,adventurous,How can this statement be described?,adventurous,not adventurous
@user It’s time,generous,How can this statement be described?,generous,not generous
@user It’s time,decisive,How can this statement be described?,decisive,not decisive
@user It’s time,diplomatic,How can this statement be described?,diplomatic,not diplomatic
@user It’s time,affectionate,How can this statement be described?,affectionate,not affectionate
@user It’s time,hardworking,How can this statement be described?,hardworking,not hardworking
@user It’s time,observant,How can this statement be described?,observant,not observant
@user It’s time,helpful,How can this statement be described?,helpful,not helpful
@user It’s time,optimistic,How can this statement be described?,optimistic,not optimistic
@user It’s time,honest,How can this statement be described?,honest,not honest
@user It’s time,funny,How can this statement be described?,funny,not funny
@user It’s time,amusing,How can this statement be described?,amusing,not amusing
@user It’s time,calm,How can this statement be described?,calm,not calm
@user It’s time,polite,How can this statement be described?,polite,not polite
@user It’s time,charismatic,How can this statement be described?,charismatic,not charismatic
@user It’s time,romantic,How can this statement be described?,romantic,not romantic
@user It’s time,friendly,How can this statement be described?,friendly,not friendly
@user It’s time,clever,How can this statement be described?,clever,not clever
@user It’s time,compassionate,How can this statement be described?,compassionate,not compassionate
@user It’s time,aggressive,How can this statement be described?,aggressive,not aggressive
@user It’s time,cynical,How can this statement be described?,cynical,not cynical
@user It’s time,grumpy,How can this statement be described?,grumpy,not grumpy
@user It’s time,nervous,How can this statement be described?,nervous,not nervous
@user It’s time,defensive,How can this statement be described?,defensive,not defensive
@user It’s time,arrogant,How can this statement be described?,arrogant,not arrogant
@user It’s time,impulsive,How can this statement be described?,impulsive,not impulsive
@user It’s time,patronizing,How can this statement be described?,patronizing,not patronizing
@user It’s time,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user It’s time,sullen,How can this statement be described?,sullen,not sullen
@user It’s time,stubborn,How can this statement be described?,stubborn,not stubborn
@user It’s time,egotistical,How can this statement be described?,egotistical,not egotistical
@user It’s time,rude,How can this statement be described?,rude,not rude
@user It’s time,mean,How can this statement be described?,mean,not mean
@user It’s time,secretive,How can this statement be described?,secretive,not secretive
@user It’s time,bossy,How can this statement be described?,bossy,not bossy
@user It’s time,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user It’s time,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user It’s time,lazy,How can this statement be described?,lazy,not lazy
@user It’s time,selfish,How can this statement be described?,selfish,not selfish
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",creative,How can this statement be described?,creative,not creative
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",adventurous,How can this statement be described?,adventurous,not adventurous
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",generous,How can this statement be described?,generous,not generous
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",decisive,How can this statement be described?,decisive,not decisive
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",diplomatic,How can this statement be described?,diplomatic,not diplomatic
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",affectionate,How can this statement be described?,affectionate,not affectionate
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",hardworking,How can this statement be described?,hardworking,not hardworking
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",observant,How can this statement be described?,observant,not observant
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",helpful,How can this statement be described?,helpful,not helpful
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",optimistic,How can this statement be described?,optimistic,not optimistic
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",honest,How can this statement be described?,honest,not honest
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",funny,How can this statement be described?,funny,not funny
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",amusing,How can this statement be described?,amusing,not amusing
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",calm,How can this statement be described?,calm,not calm
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",polite,How can this statement be described?,polite,not polite
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",charismatic,How can this statement be described?,charismatic,not charismatic
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",romantic,How can this statement be described?,romantic,not romantic
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",friendly,How can this statement be described?,friendly,not friendly
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",clever,How can this statement be described?,clever,not clever
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",compassionate,How can this statement be described?,compassionate,not compassionate
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",aggressive,How can this statement be described?,aggressive,not aggressive
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",cynical,How can this statement be described?,cynical,not cynical
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",grumpy,How can this statement be described?,grumpy,not grumpy
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",nervous,How can this statement be described?,nervous,not nervous
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",defensive,How can this statement be described?,defensive,not defensive
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",arrogant,How can this statement be described?,arrogant,not arrogant
"@user @user His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",impulsive,How can this statement be described?,impulsive,not impulsive
