tweet_text,tweet_id,retweets,favorites,date,fav_to_follower_ratio,retweet_to_follower_ratio,prediction_creative,prediction_adventurous,prediction_generous,prediction_decisive,prediction_diplomatic,prediction_affectionate,prediction_hardworking,prediction_observant,prediction_helpful,prediction_optimistic,prediction_honest,prediction_funny,prediction_amusing,prediction_calm,prediction_polite,prediction_charismatic,prediction_romantic,prediction_friendly,prediction_clever,prediction_compassionate,prediction_aggressive,prediction_cynical,prediction_grumpy,prediction_nervous,prediction_defensive,prediction_arrogant,prediction_impulsive,prediction_patronizing,prediction_pessimistic,prediction_sullen,prediction_stubborn,prediction_egotistical,prediction_rude,prediction_mean,prediction_secretive,prediction_bossy,prediction_sarcastic,prediction_irresponsible,prediction_lazy,prediction_selfish
"Without a common goal, 
humanity will fight itself",1544720926020968453,9611,144950,2022-07-06,-6.549541024,-9.263021604,0.002199684968,0.04403072596,0.02472524717,0.9999520779,0.007747002412,0.002062336309,0.08728779852,0.6186047196,0.2286529988,0.1894426793,0.1165488735,0.0003801150888,0.003235815791,0.00109966984,1.25E-06,0.04209178686,0.003969774116,0.000538910972,0.5093464255,0.7379395366,0.548512876,0.6533863544,0.1676058918,0.9068481326,0.02171636559,0.005129417405,0.5672442913,5.04E-06,0.9960253239,0.006036119536,0.9969444871,0.0002954130177,0.006553225685,0.9946672916,0.0007225323934,0.0698582679,0.08484139293,0.07505314052,0.05871720612,0.01046620589
@user Exactly,1544719307975938048,186,3558,2022-07-06,-10.25673129,-13.20793849,0.006532716099,0.05047641322,0.549993813,0.7481063604,0.01240903791,0.3045834601,0.5354502797,0.6887933612,0.378649801,0.1735854,0.03779484704,0.0009235008038,0.05725538358,0.03378245607,0.001180835883,0.6867154241,0.690579474,0.0009119369788,0.1590431929,0.5842165351,0.9909912348,0.9330130219,0.9901692867,0.9941523671,0.6907228231,0.9789252281,0.9997752309,0.01199655142,0.990942657,0.171962887,0.9999791384,0.7835594416,0.9256429672,0.9572475553,0.9768969417,0.9307797551,0.9960398674,0.9821244478,0.9787130356,0.9751235843
@user @user Can you say more about this: “… pressures that the government may have placed on Twitter …”,1544719143387238403,4626,39231,2022-07-06,-7.856462629,-9.994237316,2.52E-05,0.9788772464,5.54E-06,0.0001638779504,0.0012273303,1.51E-06,0.01386435237,0.934353292,0.002129777567,8.70E-07,2.47E-06,5.71E-06,2.79E-05,7.64E-05,5.53E-06,0.1216411144,0.0001575538336,3.89E-07,0.00430437969,0.002332105068,0.3221333027,0.1403788179,0.9951655865,0.9965448976,0.82860744,0.01225051004,0.07324165106,0.002325057751,0.9085077047,0.1552240252,0.3587970138,0.005373564549,0.1003954932,0.4160390496,0.998423934,0.9597233534,0.1678404659,0.6685260534,0.03383849934,0.008923836052
Humanity will reach Mars in your lifetime,1544636989647032321,48747,595082,2022-07-06,-5.137230669,-7.639286223,0.01540094241,0.9522870183,0.02680223621,0.9897851348,7.97E-05,0.0006721645477,0.1053075418,0.8083614707,0.4157355428,0.9999996424,0.0003144955554,0.005745252129,0.1108015031,0.001194243552,9.73E-05,0.4257328808,0.1392057389,0.007193300873,0.9363819957,0.1516913176,0.9780581594,0.003581142984,0.01847925596,0.4340681732,0.0002410794259,0.8988593221,0.9714554548,0.0001358811569,5.50E-06,0.005984120537,0.9947088957,0.4688926637,0.03102618642,0.9757530093,0.03521025553,0.6104025841,0.007489100099,0.5685831904,0.05799363554,0.09181065857
Flatulence Earther,1544615634453020673,6263,104357,2022-07-06,-6.878112167,-9.691270576,0.001226615044,0.0003886396007,0.3119624853,0.1122133434,0.0002983720333,0.02730334178,0.3961831629,0.194219023,0.0491053313,0.01999889128,0.005010065623,0.001381531125,0.05423273146,0.02183710039,0.0002310779819,0.03260332346,0.07231689245,0.0001430836128,0.1409889162,0.08744588494,0.645460248,0.6962347627,0.8659651875,0.9676226377,0.04436112568,0.9875913858,0.9969514608,0.01851218194,0.8696110249,0.144476071,0.9937108755,0.2469900548,0.7254586816,0.6500788927,0.3475717306,0.8023349643,0.9600411057,0.8551466465,0.933136642,0.6582990885
@user @user Maybe later this year,1544531744812040194,163,3333,2022-07-06,-10.32205708,-13.33993496,0.004468982108,0.02795196883,0.4182743132,0.1219635457,0.00338274939,0.0935568288,0.5482447147,0.7800704837,0.1294925809,0.2883386016,0.001662378781,0.0009739923989,0.06484491378,0.02642909437,0.0005928610917,0.6604264975,0.5409967303,0.0002374570468,0.1942839772,0.2282609493,0.967469275,0.7792761922,0.9191641212,0.9610111713,0.1110851765,0.9661204219,0.9993051291,0.001354239765,0.9423502684,0.07909236848,0.9999214411,0.419724375,0.7994856238,0.987408042,0.5810292959,0.8370687366,0.9858784676,0.9143975377,0.970523119,0.5916361213
@user Zip around Vegas super fast with Teslas in tunnels!,1544513390357381120,748,13659,2022-07-06,-8.911531235,-11.81628218,0.4968010485,0.9994561076,0.004384604748,0.009268214926,2.35E-06,0.000132277637,0.5852879286,0.102410987,0.9851742387,0.9819139838,0.0002024465357,0.02011787705,0.9240214825,0.001293263864,3.56E-05,0.006864460651,0.000969558896,0.0001008192121,0.9993467927,0.002618566155,0.4144018888,0.009511095472,0.01347206533,0.6328642368,0.000305159454,0.05030439049,0.998918891,0.0002449945023,0.01890834793,0.0002276266605,0.9419822097,0.00445495639,0.01059940271,0.0304607898,0.1716544181,0.1171362996,0.06570442021,0.4806680381,0.002506715944,0.04502137378
"@user Structural pack is the right overall architecture from a physics standpoint, but it is still far from optimized",1544511999392071680,670,12466,2022-07-06,-9.002924941,-11.92640745,0.0007660843548,0.1003212929,0.00324906758,7.93E-05,7.83E-05,0.001144137583,0.4617770612,0.4706593752,0.7693621516,0.3649787903,0.977355361,0.0002276524901,0.0004359988379,0.00467345072,0.0006169392145,0.2278179973,0.0001080417351,0.0005679511232,0.003704510164,0.007564132567,0.02961430512,0.004924052395,0.01619084179,0.1568970084,0.0007334431866,4.15E-05,0.2300381064,1.04E-06,0.8215562701,0.001109162229,0.9185016155,7.25E-05,0.0001936694898,0.5256066322,0.007685949095,0.0126269469,0.003505338682,0.006355107296,0.2244031727,0.01410715934
"@user Also, being ruggedized for relentless salt spray &amp; extreme winds &amp; storms in deep ocean is not easy",1545166089675362305,255,4915,2022-07-07,-9.934558303,-12.89334179,0.008600719273,0.1204902381,3.92E-05,0.01742418855,4.42E-05,2.92E-05,0.9736914635,0.7476765513,0.3819002509,8.07E-06,0.1211983934,4.61E-06,7.22E-06,0.003930300009,5.64E-05,0.000787756464,3.35E-06,0.0003440043656,0.001850626781,0.3499511182,0.04614551365,0.005357548129,0.2136873454,0.9981579185,0.0003194632591,1.01E-05,0.01259116735,3.19E-06,0.9760813117,0.004242960829,0.9160611033,7.24E-05,0.0001232828508,0.02165916003,0.001325052697,0.003932682797,0.0007317962009,0.02033759654,0.0004396836157,0.0003579457407
"@user No, it’s dual, high performance terminals, which are important for maintaining the connection in choppy seas &amp; heavy storms.

Still obv premium pricing, but way cheaper &amp; faster than alternatives.

SpaceX was paying $150k/month for a much worse connection to our ships!",1545165611201728512,584,11168,2022-07-07,-9.11379751,-12.06470435,0.00332400226,0.02541393228,9.14E-05,0.03988891095,0.0003770785406,0.0004239433329,0.5846127868,0.1191458106,0.3838126361,0.9735268354,0.02025356144,0.001678296714,0.008887704462,0.00557930069,0.003332379507,0.008730259724,2.81E-05,0.001434338628,0.4894351661,0.005063050427,0.2300391346,0.04275805503,0.5715067983,0.03382255509,0.02265770361,0.03627362475,0.001062808442,0.0003007923951,0.0800228864,0.0001047058031,0.250182718,0.01295633521,0.009877723642,0.08343490213,0.001308108447,0.01069489308,0.003281843849,0.1529671252,0.05228055641,0.001243580016
"@user A flying, electric boat would be sickkk",1545154942159056896,451,9190,2022-07-07,-9.30873412,-12.323138,0.001740819425,0.01583380811,0.01812655292,0.0495784618,0.0001151146789,0.002719052834,0.1808736175,0.5837438703,0.003027302446,0.004961722996,0.002757181646,0.0001640640112,0.001232007053,0.005379885435,3.27E-05,0.02732084505,0.047305502,0.0001706061157,0.001229046378,0.0207760483,0.6071389914,0.9207199812,0.6695564985,0.8719212413,0.01030107867,0.7983688116,0.9982005358,0.001141890301,0.9183446169,0.0161992088,0.999078989,0.4245048761,0.2625823021,0.9566411376,0.1226599291,0.7698040009,0.9867941737,0.9983147383,0.5916259885,0.5650587082
Starlink for boats! http,1545150462214623232,8318,104841,2022-07-07,-6.87440514,-9.408428215,0.008688988164,0.2506224215,0.302428484,0.2546135485,0.003678750014,0.1668468863,0.5925860405,0.5118246675,0.8389804959,0.3181881309,0.02599163167,0.003523945576,0.1205557138,0.07620961964,0.001800274709,0.6410577893,0.7888073325,0.005260849372,0.1798206419,0.6789497733,0.7803245783,0.5363477468,0.8171630502,0.9884775281,0.06927465647,0.9019877911,0.9987849593,0.0007548889844,0.7678101063,0.03175767511,0.9998289347,0.09911824763,0.273096025,0.6836945415,0.6698037982,0.8725841045,0.9605532885,0.7114730477,0.8898231983,0.7454380393
"@user Not bad! 

It is high time that the future looked like the future.

Same goes for fashion.",1545150198564790272,393,7919,2022-07-07,-9.457585121,-12.46079572,0.9232797623,0.01010788605,0.1970755309,0.9458430409,1.90E-05,0.4441772997,0.1437248737,0.9287112951,0.9990567565,0.9999849796,0.157507956,0.9831429124,0.9987623692,0.06582329422,0.0006007957272,0.7298781872,0.01521874964,0.7336937785,0.9999674559,0.04432402179,0.7941382527,0.01454583649,0.006629358046,0.06139941886,8.78E-05,0.949635148,0.9502007365,3.38E-05,0.001221222687,0.0002462929406,0.7669833302,0.001359797083,0.0008041652618,0.1393129379,0.001486414112,0.3027701378,0.5682561994,0.02484540641,0.01616123319,0.07429538667
"@user @user @user Pretty much. A van would have more roof height, so you could stand or sit under it for shade.",1545104424913207296,275,5225,2022-07-07,-9.873395258,-12.81783424,7.53E-05,0.001490303315,0.03978555277,0.0001598872332,0.003045769641,0.01889377832,0.156282872,0.5136117339,0.9972025156,0.9735230803,0.008968341164,0.005923974328,0.3110184073,0.1445354968,0.001704903436,0.05273948237,0.004227024969,0.00381486374,0.646845758,0.1452050954,0.00155262521,0.02150269225,0.08849723637,0.5980581045,0.0468268618,0.1511325091,0.6945868731,0.0001914044842,0.263869822,0.0115374336,0.9448608756,0.001369025442,0.02627165802,0.2905080914,0.02311606146,0.02713338658,0.7272560596,0.2145642936,0.02294994891,0.01630304381
"@user Maybe with an optional solar power canopy that extends both sides of the van, tripling roof area",1545102846995095552,561,10458,2022-07-07,-9.179482821,-12.10488443,0.02407607436,0.005258162506,0.02183836512,0.0006298750523,5.74E-05,0.001700236695,0.05801260471,0.1768811494,0.8337562084,0.9780435562,0.005455382168,0.001045646262,0.01758684963,0.01380264573,0.001133705606,0.002876018174,0.0001379846217,0.00556156598,0.8228724599,0.1070664078,0.04209261388,0.03765141964,0.01795885712,0.5360536575,0.0008436019416,0.02836122178,0.1330592632,6.43E-05,0.06123188883,0.0007332942914,0.4850822985,0.00172625517,0.01583803818,0.3247152567,0.0301648248,0.0186252296,0.08898678422,0.08507786691,0.005503065418,0.001916749985
@user @user Exactly,1545051959178059777,120,2743,2022-07-07,-10.51779784,-13.64711359,0.004521478899,0.01655793563,0.3500597775,0.4252526462,0.005186609458,0.23609294,0.4193527997,0.5168224573,0.1766285747,0.1439990401,0.01106784213,0.0005845178966,0.02285426855,0.02145528421,0.0006986577064,0.277639389,0.508657515,0.0003252190363,0.1101959571,0.3589567542,0.9853920341,0.8509745002,0.9795361161,0.9931795597,0.5790185928,0.9602857828,0.9994006157,0.004060311243,0.9732273817,0.1095616221,0.9999371767,0.545183897,0.9114576578,0.9536793232,0.9311620593,0.9039427042,0.9837244749,0.9689653516,0.970156014,0.936768353
Maybe Tesla should make a highly configurable Robovan for people &amp; cargo?,1545051509020192768,6927,123117,2022-07-07,-6.713714934,-9.591423237,0.0487680994,0.02270238288,0.00296973181,0.0005889821914,3.11E-05,0.001016573748,0.1828165799,0.3536397219,0.05425545201,0.3327378333,0.01026898623,0.01022010762,0.2613676786,0.001253349357,3.24E-05,0.002574368613,0.001773375436,0.000343049207,0.4666174054,0.09140410274,0.2011627257,0.3499956429,0.3989065588,0.5276566744,0.0009506802307,0.1004542038,0.9531709552,0.0002165494225,0.3865599036,0.007188960444,0.787727952,0.009788704105,0.07158797979,0.2137835622,0.002125401981,0.4946719706,0.9867048264,0.5650344491,0.02777616121,0.03904210404
"@user Far too many people are under the illusion that Earth is overpopulated, even though birth rate trends are so obviously headed to population collapse",1545050496230051844,3491,29475,2022-07-07,-8.14330761,-10.27666183,0.008553440683,0.03917345032,0.003658982692,0.4146287739,0.0001705334143,0.004370172042,0.1590004861,0.6756659746,0.7692151666,0.0007427827222,0.02379699796,0.0009780843975,0.01778458804,0.0190000888,0.0004313476675,0.004284463357,0.001394589664,0.1367376149,0.9355728626,0.9152687192,0.07435694337,0.1751483679,0.6362826824,0.3325704932,0.001312441309,0.002010132652,0.1909556091,9.87E-07,0.9996046424,0.0002690791443,0.9566149116,5.57E-06,4.62E-05,0.9460612535,7.88E-05,0.02015571482,0.3935635686,0.8975556493,0.1938868016,0.009254151955
I hope you have big families and congrats to those who already do!,1545049944796516357,17731,268517,2022-07-07,-5.93393583,-8.651535536,0.008372915909,0.004547458608,0.9928606153,0.0410097912,0.0002544376475,0.9878801703,0.1266751438,0.3835276663,0.672757864,0.9973865151,0.004349857569,0.02225983143,0.7584822774,0.05337860435,0.114787139,0.414893806,0.9086509943,0.8560640812,0.4755616784,0.9831007719,0.3698395789,0.03692166507,0.1631051004,0.7840790749,0.0001319368748,0.3392010331,0.9403347969,0.000100076024,0.001384439063,0.0004073072923,0.9777925014,0.01886189915,0.01507704519,0.05171523616,0.004403454717,0.491784513,0.7434120178,0.01633349247,0.1578059196,0.0006689430447
Population of Mars is still zero people!,1545049435654172675,18669,311056,2022-07-07,-5.786877096,-8.599985662,0.002180025214,0.01848706231,0.005051052198,0.01761055924,4.19E-05,0.0009563494823,0.08488878608,0.9642384052,0.00469676964,0.001993385144,0.003519349033,0.0949858278,0.8029267788,0.002143339021,3.80E-05,0.001163416309,0.0251378268,0.0002632714459,0.3937581778,0.06065099686,0.5693105459,0.919649601,0.8059686422,0.6578379273,0.001726907794,0.8451955318,0.8985037208,0.00113647047,0.9838644266,0.01101995632,0.9996114373,0.1019292176,0.1402480304,0.7608327866,0.04752418026,0.7947754264,0.9783492088,0.7386288643,0.5766528249,0.2906363606
"Mark my words, they are sadly true",1545047278976524294,3968,79553,2022-07-07,-7.15042659,-10.14858787,4.85E-05,8.62E-05,0.003801889019,0.05433996394,9.38E-06,0.002378397388,0.005035925191,0.3223161995,0.0004156714713,1.15E-05,0.002702211961,5.72E-06,4.17E-05,0.002769865561,0.000152359411,0.02510431409,0.07333323359,5.65E-06,0.0002600773005,0.03660362586,0.768999517,0.9989259839,0.9995682836,0.9939594269,0.02773454599,0.5894298553,0.9998182654,0.07144150138,0.9999237061,0.8529630303,0.999987483,0.6649693251,0.9460673332,0.9989644289,0.7402094007,0.985330224,0.9985137582,0.996797502,0.9980531931,0.9950284362
"Doing my best to help the underpopulation crisis. 

A collapsing birth rate is the biggest danger civilization faces by far.",1545046146548019201,26215,274291,2022-07-07,-5.91266047,-8.26051829,0.02420031093,0.004219949711,0.001125925919,0.9433680773,0.0010825973,1.27E-05,0.8903723359,0.9781378508,0.999848485,0.9950225353,0.4625666142,1.06E-06,5.66E-07,0.4797417521,0.0009890962392,0.01193773467,1.02E-06,0.08044758439,0.627065897,0.9999982119,0.03403541446,0.001141267596,0.002504720818,0.9760351181,0.0004023181973,2.02E-05,0.03010275774,6.55E-07,0.9975134134,4.63E-05,0.06247222796,7.04E-08,0.0009323747945,0.9588988423,0.0003622495569,0.8420648575,2.76E-06,0.0001684256713,4.59E-05,8.89E-07
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",1545040832050434048,240,3934,2022-07-07,-10.15719334,-12.95396641,0.0005370316794,0.01764189266,0.007874642499,0.007231754251,5.19E-06,0.0713301152,0.358969301,0.9345567226,0.01419973373,0.01552083995,7.56E-05,0.7637337446,0.9953249693,8.49E-05,8.65E-07,0.002312356839,0.02322596498,0.003468941199,0.6061088443,0.0720366165,0.914208591,0.987203896,0.7168353796,0.9374262094,0.05200699344,0.9712586999,0.9969044328,0.0007656336529,0.9408688545,0.02199860848,0.9996435642,0.9821097851,0.8924343586,0.839681983,0.5528376698,0.9361135364,0.9999943972,0.9893548489,0.6321595311,0.7557506561
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",1544790652969533441,4133,37862,2022-07-06,-7.892901948,-10.10784638,0.003406635951,0.008267483674,0.01527248416,0.2400255203,4.80E-05,0.1122094914,0.3043048978,0.2371917814,0.9427652359,0.7438780665,0.01191117149,0.06233001873,0.8509273529,0.03975191712,3.81E-05,0.8521388173,0.03515911475,0.0004663805885,0.2130278051,0.05684340373,0.9768997431,0.4632240832,0.9387175441,0.8918544054,0.02974478714,0.9630451798,0.9998549223,0.0003704667324,0.8953001499,0.07002402097,0.9995230436,0.3262607753,0.2782605886,0.4452951252,0.5619364381,0.9351173639,0.9769647121,0.8678181767,0.7629798651,0.8558491468
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",1544764856762605568,2822,44585,2022-07-06,-7.729452439,-10.48940406,0.0008619508008,0.02159455046,1.11E-05,0.0006781927659,1.05E-05,6.31E-06,0.0466524139,0.9833410382,0.01811221614,4.00E-05,0.0009598876932,0.0005808181013,0.004146450199,0.003504031338,1.38E-06,4.39E-05,3.76E-05,4.59E-06,0.2974906862,0.0008741144557,0.0555276908,0.998308301,0.5670905709,0.9374657869,0.01968685724,0.04834326729,0.300054729,6.09E-05,0.9364180565,0.01466901507,0.9416789412,0.01647282764,0.0007799667655,0.2175995857,0.2290411443,0.0417991206,0.9873326421,0.8292192221,0.04762484506,0.01206051558
@user Troubling …,1544763117686644737,2090,22011,2022-07-06,-8.43530759,-10.78968585,0.001689610886,0.002161038341,0.07797762752,0.3132589757,0.000100447367,0.01364004984,0.07599661499,0.3645089567,0.01198490802,0.0004960843362,0.0002724786464,5.15E-05,0.002112629125,0.00090557558,1.10E-05,0.008837947622,0.1328386664,2.00E-06,0.01976941526,0.03939526156,0.9717667103,0.9000937939,0.9815319777,0.9901351333,0.4785650969,0.9566704631,0.99948138,0.01913129725,0.992000699,0.3303053677,0.9999415874,0.8485332131,0.975305438,0.99183321,0.7352366447,0.9682154655,0.9798476696,0.9976891279,0.9690451622,0.9745795727
@user Great!,1545208079331074054,459,14086,2022-07-08,-8.882547781,-12.30643425,0.03932164237,0.0775257051,0.8563579917,0.6323302388,0.004649710841,0.5103834271,0.5566014051,0.7121914029,0.8917112947,0.7637665272,0.03761738539,0.004304904956,0.3337316215,0.05831336603,0.007397378795,0.4975234568,0.7740880251,0.01058045309,0.573898375,0.7279086113,0.9763979912,0.3246586323,0.7788891196,0.9940641522,0.09674549848,0.9115694761,0.9996376038,0.001259454293,0.8810329437,0.01086243242,0.9999227524,0.270634383,0.7585415244,0.952948451,0.7843649983,0.8810425401,0.9790074825,0.9568668008,0.9619281292,0.8000349998
