,tweet_text,tweet_id,retweets,favorites,date,adj,fav_to_follower_ratio,retweet_to_follower_ratio,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
22,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,cynical,-9.101142914967003,-11.843205046547629,How can this statement be described?,cynical,not cynical,0.029348980635404587,0.9706510305404663,-0.9413020610809326
23,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,grumpy,-9.101142914967003,-11.843205046547629,How can this statement be described?,grumpy,not grumpy,0.0242927148938179,0.9757072329521179,-0.9514145255088806
24,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,nervous,-9.101142914967003,-11.843205046547629,How can this statement be described?,nervous,not nervous,0.28673288226127625,0.7132671475410461,-0.4265342652797699
25,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,defensive,-9.101142914967003,-11.843205046547629,How can this statement be described?,defensive,not defensive,0.0007312026573345065,0.9992688298225403,-0.9985376000404358
26,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,arrogant,-9.101142914967003,-11.843205046547629,How can this statement be described?,arrogant,not arrogant,0.41802504658699036,0.581974983215332,-0.16394993662834167
27,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,impulsive,-9.101142914967003,-11.843205046547629,How can this statement be described?,impulsive,not impulsive,0.27314090728759766,0.7268590927124023,-0.4537181854248047
28,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,patronizing,-9.101142914967003,-11.843205046547629,How can this statement be described?,patronizing,not patronizing,6.267337448662147e-05,0.9999372959136963,-0.9998746514320374
29,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,pessimistic,-9.101142914967003,-11.843205046547629,How can this statement be described?,pessimistic,not pessimistic,0.021953100338578224,0.9780468344688416,-0.9560937285423279
30,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,sullen,-9.101142914967003,-11.843205046547629,How can this statement be described?,sullen,not sullen,0.0004736353293992579,0.9995263814926147,-0.9990527629852295
31,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,stubborn,-9.101142914967003,-11.843205046547629,How can this statement be described?,stubborn,not stubborn,0.7716771960258484,0.2283228039741516,0.5433543920516968
32,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,egotistical,-9.101142914967003,-11.843205046547629,How can this statement be described?,egotistical,not egotistical,0.0015562293119728565,0.9984437823295593,-0.9968875646591187
33,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,rude,-9.101142914967003,-11.843205046547629,How can this statement be described?,rude,not rude,0.015888189896941185,0.9841117858886719,-0.9682235717773438
34,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,mean,-9.101142914967003,-11.843205046547629,How can this statement be described?,mean,not mean,0.7148451805114746,0.28515487909317017,0.42969030141830444
35,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,secretive,-9.101142914967003,-11.843205046547629,How can this statement be described?,secretive,not secretive,0.015967804938554764,0.9840322136878967,-0.9680644273757935
36,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,bossy,-9.101142914967003,-11.843205046547629,How can this statement be described?,bossy,not bossy,0.1565011590719223,0.8434988856315613,-0.6869977116584778
37,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,sarcastic,-9.101142914967003,-11.843205046547629,How can this statement be described?,sarcastic,not sarcastic,0.04637394845485687,0.9536260962486267,-0.9072521328926086
38,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,irresponsible,-9.101142914967003,-11.843205046547629,How can this statement be described?,irresponsible,not irresponsible,0.05243004113435745,0.9475700259208679,-0.8951399922370911
39,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,lazy,-9.101142914967003,-11.843205046547629,How can this statement be described?,lazy,not lazy,0.009518327191472054,0.9904816746711731,-0.9809633493423462
40,@user Supercharger centers with solar &amp; batteries are the long-term vision,1569449256892891137,765,11872,2022-09-12,selfish,-9.101142914967003,-11.843205046547629,How can this statement be described?,selfish,not selfish,0.005174378864467144,0.9948256015777588,-0.9896512031555176
41,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,creative,-6.368761465243496,-8.891158058901045,How can this statement be described?,creative,not creative,0.0005213285912759602,0.9994786381721497,-0.9989573359489441
42,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,adventurous,-6.368761465243496,-8.891158058901045,How can this statement be described?,adventurous,not adventurous,0.01107844803482294,0.9889215230941772,-0.9778430461883545
43,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,generous,-6.368761465243496,-8.891158058901045,How can this statement be described?,generous,not generous,0.005920788273215294,0.9940792322158813,-0.9881584644317627
44,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,decisive,-6.368761465243496,-8.891158058901045,How can this statement be described?,decisive,not decisive,0.9782392382621765,0.021760765463113785,0.956478476524353
45,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,diplomatic,-6.368761465243496,-8.891158058901045,How can this statement be described?,diplomatic,not diplomatic,3.6161432035441976e-06,0.9999964237213135,-0.9999927878379822
46,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,affectionate,-6.368761465243496,-8.891158058901045,How can this statement be described?,affectionate,not affectionate,0.0003939892922062427,0.9996060729026794,-0.9992120862007141
47,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,hardworking,-6.368761465243496,-8.891158058901045,How can this statement be described?,hardworking,not hardworking,0.15736421942710876,0.8426358103752136,-0.6852716207504272
48,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,observant,-6.368761465243496,-8.891158058901045,How can this statement be described?,observant,not observant,0.9789029359817505,0.021097078919410706,0.957805871963501
49,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,helpful,-6.368761465243496,-8.891158058901045,How can this statement be described?,helpful,not helpful,0.702133059501648,0.2978670299053192,0.40426602959632874
50,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,optimistic,-6.368761465243496,-8.891158058901045,How can this statement be described?,optimistic,not optimistic,0.9574035406112671,0.0425964817404747,0.9148070812225342
51,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,honest,-6.368761465243496,-8.891158058901045,How can this statement be described?,honest,not honest,0.18468162417411804,0.8153184056282043,-0.6306368112564087
52,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,funny,-6.368761465243496,-8.891158058901045,How can this statement be described?,funny,not funny,0.0009340793476440012,0.9990659356117249,-0.9981318712234497
53,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,amusing,-6.368761465243496,-8.891158058901045,How can this statement be described?,amusing,not amusing,0.018275588750839233,0.9817243814468384,-0.9634487628936768
54,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,calm,-6.368761465243496,-8.891158058901045,How can this statement be described?,calm,not calm,0.0018614641157910228,0.9981385469436646,-0.9962770938873291
55,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,polite,-6.368761465243496,-8.891158058901045,How can this statement be described?,polite,not polite,5.2441660955082625e-05,0.9999475479125977,-0.9998950958251953
56,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,charismatic,-6.368761465243496,-8.891158058901045,How can this statement be described?,charismatic,not charismatic,0.9299925565719604,0.07000742107629776,0.8599851131439209
57,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,romantic,-6.368761465243496,-8.891158058901045,How can this statement be described?,romantic,not romantic,3.0004730433574878e-05,0.9999699592590332,-0.9999399781227112
58,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,friendly,-6.368761465243496,-8.891158058901045,How can this statement be described?,friendly,not friendly,0.002159150317311287,0.9978408813476562,-0.9956817030906677
59,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,clever,-6.368761465243496,-8.891158058901045,How can this statement be described?,clever,not clever,0.7028554081916809,0.2971445918083191,0.4057108163833618
60,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,compassionate,-6.368761465243496,-8.891158058901045,How can this statement be described?,compassionate,not compassionate,0.00013980886433273554,0.9998601675033569,-0.9997203350067139
61,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,aggressive,-6.368761465243496,-8.891158058901045,How can this statement be described?,aggressive,not aggressive,0.49253591895103455,0.5074641108512878,-0.014928191900253296
62,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,cynical,-6.368761465243496,-8.891158058901045,How can this statement be described?,cynical,not cynical,0.12446137517690659,0.8755385875701904,-0.7510772347450256
63,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,grumpy,-6.368761465243496,-8.891158058901045,How can this statement be described?,grumpy,not grumpy,0.011546513065695763,0.9884534478187561,-0.976906955242157
64,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,nervous,-6.368761465243496,-8.891158058901045,How can this statement be described?,nervous,not nervous,0.04042626917362213,0.9595737457275391,-0.9191474914550781
65,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,defensive,-6.368761465243496,-8.891158058901045,How can this statement be described?,defensive,not defensive,2.4343964469153434e-05,0.9999756813049316,-0.9999513626098633
66,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,arrogant,-6.368761465243496,-8.891158058901045,How can this statement be described?,arrogant,not arrogant,0.004886574111878872,0.9951134324073792,-0.9902268648147583
67,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,impulsive,-6.368761465243496,-8.891158058901045,How can this statement be described?,impulsive,not impulsive,0.706251859664917,0.2937481105327606,0.41250374913215637
68,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,patronizing,-6.368761465243496,-8.891158058901045,How can this statement be described?,patronizing,not patronizing,6.351349838951137e-06,0.9999936819076538,-0.9999873042106628
69,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,pessimistic,-6.368761465243496,-8.891158058901045,How can this statement be described?,pessimistic,not pessimistic,0.05047403648495674,0.9495259523391724,-0.8990519046783447
70,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,sullen,-6.368761465243496,-8.891158058901045,How can this statement be described?,sullen,not sullen,0.0006439206190407276,0.9993560910224915,-0.9987121820449829
71,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,stubborn,-6.368761465243496,-8.891158058901045,How can this statement be described?,stubborn,not stubborn,0.006138179451227188,0.9938617944717407,-0.9877235889434814
72,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,egotistical,-6.368761465243496,-8.891158058901045,How can this statement be described?,egotistical,not egotistical,4.230482591083273e-05,0.9999576807022095,-0.999915361404419
73,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,rude,-6.368761465243496,-8.891158058901045,How can this statement be described?,rude,not rude,0.000379193079425022,0.999620795249939,-0.9992415904998779
74,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,mean,-6.368761465243496,-8.891158058901045,How can this statement be described?,mean,not mean,0.9774304032325745,0.022569553926587105,0.9548608660697937
75,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,secretive,-6.368761465243496,-8.891158058901045,How can this statement be described?,secretive,not secretive,0.0013806078350171447,0.9986194372177124,-0.99723881483078
76,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,bossy,-6.368761465243496,-8.891158058901045,How can this statement be described?,bossy,not bossy,0.048542141914367676,0.9514578580856323,-0.9029157161712646
77,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,sarcastic,-6.368761465243496,-8.891158058901045,How can this statement be described?,sarcastic,not sarcastic,0.04101193696260452,0.9589880704879761,-0.9179761409759521
78,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,irresponsible,-6.368761465243496,-8.891158058901045,How can this statement be described?,irresponsible,not irresponsible,0.09292415529489517,0.907075822353363,-0.8141516447067261
79,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,lazy,-6.368761465243496,-8.891158058901045,How can this statement be described?,lazy,not lazy,0.048583611845970154,0.9514164328575134,-0.9028328061103821
80,Won’t be long before we view gasoline cars the same way we view steam engines today,1569417348179759107,14646,182466,2022-09-12,selfish,-6.368761465243496,-8.891158058901045,How can this statement be described?,selfish,not selfish,0.013881436549127102,0.9861185550689697,-0.9722371101379395
81,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,creative,-9.475591074592325,-12.645350151356121,How can this statement be described?,creative,not creative,2.914082642746507e-06,0.9999971389770508,-0.9999942183494568
82,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,adventurous,-9.475591074592325,-12.645350151356121,How can this statement be described?,adventurous,not adventurous,2.473391020885174e-07,0.9999997615814209,-0.9999995231628418
83,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,generous,-9.475591074592325,-12.645350151356121,How can this statement be described?,generous,not generous,0.0322139747440815,0.9677860736846924,-0.93557208776474
84,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,decisive,-9.475591074592325,-12.645350151356121,How can this statement be described?,decisive,not decisive,0.02105092816054821,0.9789491295814514,-0.9578981995582581
85,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,diplomatic,-9.475591074592325,-12.645350151356121,How can this statement be described?,diplomatic,not diplomatic,1.1472902770037763e-05,0.9999885559082031,-0.9999771118164062
86,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,affectionate,-9.475591074592325,-12.645350151356121,How can this statement be described?,affectionate,not affectionate,0.0007346945931203663,0.9992652535438538,-0.9985305666923523
87,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,hardworking,-9.475591074592325,-12.645350151356121,How can this statement be described?,hardworking,not hardworking,0.018014809116721153,0.9819851517677307,-0.9639703631401062
88,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,observant,-9.475591074592325,-12.645350151356121,How can this statement be described?,observant,not observant,0.2859361171722412,0.7140638828277588,-0.4281277656555176
89,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,helpful,-9.475591074592325,-12.645350151356121,How can this statement be described?,helpful,not helpful,0.007088134530931711,0.9929118752479553,-0.9858237504959106
90,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,optimistic,-9.475591074592325,-12.645350151356121,How can this statement be described?,optimistic,not optimistic,0.012069371528923512,0.9879306554794312,-0.9758613109588623
91,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,honest,-9.475591074592325,-12.645350151356121,How can this statement be described?,honest,not honest,0.046968210488557816,0.9530318379402161,-0.9060636162757874
92,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,funny,-9.475591074592325,-12.645350151356121,How can this statement be described?,funny,not funny,3.242044385842746e-06,0.9999967813491821,-0.9999935626983643
93,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,amusing,-9.475591074592325,-12.645350151356121,How can this statement be described?,amusing,not amusing,0.00021608700626529753,0.9997839331626892,-0.9995678663253784
94,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,calm,-9.475591074592325,-12.645350151356121,How can this statement be described?,calm,not calm,0.0061737853102386,0.9938262104988098,-0.9876524209976196
95,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,polite,-9.475591074592325,-12.645350151356121,How can this statement be described?,polite,not polite,2.866485192498658e-05,0.9999713897705078,-0.9999427199363708
96,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,charismatic,-9.475591074592325,-12.645350151356121,How can this statement be described?,charismatic,not charismatic,0.0002600911830086261,0.999739944934845,-0.9994798302650452
97,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,romantic,-9.475591074592325,-12.645350151356121,How can this statement be described?,romantic,not romantic,0.002567201154306531,0.9974327683448792,-0.9948655962944031
98,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,friendly,-9.475591074592325,-12.645350151356121,How can this statement be described?,friendly,not friendly,0.00017051567556336522,0.9998294115066528,-0.9996588826179504
99,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,clever,-9.475591074592325,-12.645350151356121,How can this statement be described?,clever,not clever,0.00018505009938962758,0.9998149275779724,-0.9996298551559448
100,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,compassionate,-9.475591074592325,-12.645350151356121,How can this statement be described?,compassionate,not compassionate,0.017261801287531853,0.982738196849823,-0.965476393699646
101,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,aggressive,-9.475591074592325,-12.645350151356121,How can this statement be described?,aggressive,not aggressive,0.0370207354426384,0.9629793167114258,-0.9259585738182068
102,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,cynical,-9.475591074592325,-12.645350151356121,How can this statement be described?,cynical,not cynical,0.9778597354888916,0.022140242159366608,0.9557194709777832
103,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,grumpy,-9.475591074592325,-12.645350151356121,How can this statement be described?,grumpy,not grumpy,0.8856753706932068,0.11432456970214844,0.7713508009910583
104,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,nervous,-9.475591074592325,-12.645350151356121,How can this statement be described?,nervous,not nervous,0.48277926445007324,0.517220675945282,-0.03444141149520874
105,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,defensive,-9.475591074592325,-12.645350151356121,How can this statement be described?,defensive,not defensive,0.0031973503064364195,0.9968026876449585,-0.9936053156852722
106,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,arrogant,-9.475591074592325,-12.645350151356121,How can this statement be described?,arrogant,not arrogant,0.9368253946304321,0.06317459046840668,0.8736507892608643
107,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,impulsive,-9.475591074592325,-12.645350151356121,How can this statement be described?,impulsive,not impulsive,0.9968998432159424,0.0031001137103885412,0.9937997460365295
108,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,patronizing,-9.475591074592325,-12.645350151356121,How can this statement be described?,patronizing,not patronizing,0.00012011470971629024,0.9998798370361328,-0.9997597336769104
109,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,pessimistic,-9.475591074592325,-12.645350151356121,How can this statement be described?,pessimistic,not pessimistic,0.9052702188491821,0.09472974389791489,0.810540497303009
110,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,sullen,-9.475591074592325,-12.645350151356121,How can this statement be described?,sullen,not sullen,0.016215022653341293,0.9837850332260132,-0.9675700068473816
111,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,stubborn,-9.475591074592325,-12.645350151356121,How can this statement be described?,stubborn,not stubborn,0.9996781349182129,0.0003219155769329518,0.999356210231781
112,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,egotistical,-9.475591074592325,-12.645350151356121,How can this statement be described?,egotistical,not egotistical,0.17095905542373657,0.8290410041809082,-0.6580819487571716
113,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,rude,-9.475591074592325,-12.645350151356121,How can this statement be described?,rude,not rude,0.02590121328830719,0.9740988612174988,-0.9481976628303528
114,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,mean,-9.475591074592325,-12.645350151356121,How can this statement be described?,mean,not mean,0.6377198696136475,0.36228013038635254,0.2754397392272949
115,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,secretive,-9.475591074592325,-12.645350151356121,How can this statement be described?,secretive,not secretive,0.009162620641291142,0.9908374547958374,-0.98167484998703
116,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,bossy,-9.475591074592325,-12.645350151356121,How can this statement be described?,bossy,not bossy,0.7809931039810181,0.21900691092014313,0.5619862079620361
117,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,sarcastic,-9.475591074592325,-12.645350151356121,How can this statement be described?,sarcastic,not sarcastic,0.9997615218162537,0.00023842869268264621,0.9995231032371521
118,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,irresponsible,-9.475591074592325,-12.645350151356121,How can this statement be described?,irresponsible,not irresponsible,0.3397924602031708,0.6602075099945068,-0.32041504979133606
119,@user @user Socrates can be a little boring tbh,1569411918011449345,343,8164,2022-09-12,lazy,-9.475591074592325,-12.645350151356121,How can this statement be described?,lazy,not lazy,0.8057727217674255,0.19422724843025208,0.6115454435348511
