tweet,retweet_score,retweet_ln,joy,others,surprise,anger,fear,sadness,disgust
"@user Maybe with an optional solar power canopy that extends both sides of the van, tripling roof area",-12.104884429754046,6.329720905522696,0.015227844007313251,0.8870746493339539,0.03984563797712326,0.01356861088424921,0.014378051273524761,0.021885767579078674,0.008019433356821537
@user @user Exactly,-13.647113592494698,4.787491742782046,0.12338989228010178,0.5080311298370361,0.05310298502445221,0.17349201440811157,0.02165248431265354,0.06724845618009567,0.0530831478536129
Maybe Tesla should make a highly configurable Robovan for people &amp; cargo?,-9.591423237254139,8.843182098022606,0.01583055779337883,0.8926243782043457,0.03505728021264076,0.010516025125980377,0.013733413070440292,0.023510998114943504,0.008727507665753365
"@user Far too many people are under the illusion that Earth is overpopulated, even though birth rate trends are so obviously headed to population collapse",-10.276661828171708,8.157943507105037,0.010479851625859737,0.5968934297561646,0.04477590695023537,0.06736771762371063,0.08812716603279114,0.16927121579647064,0.023084620013833046
I hope you have big families and congrats to those who already do!,-8.651535536219754,9.783069799056989,0.9436779618263245,0.03125740960240364,0.006784674245864153,0.0040494175627827644,0.0018280156655237079,0.007502744905650616,0.004899720661342144
Population of Mars is still zero people!,-8.599985662039416,9.834619673237327,0.03125154227018356,0.7464224696159363,0.03401051461696625,0.033297035843133926,0.023671062663197517,0.11187592893838882,0.019471541047096252
"Mark my words, they are sadly true",-10.14858786687198,8.286017468404763,0.0014560420531779528,0.017687680199742317,0.0012452685041353106,0.006190734449774027,0.003910280764102936,0.9660992622375488,0.0034107279498130083
"Doing my best to help the underpopulation crisis. 

A collapsing birth rate is the biggest danger civilization faces by far.",-8.26051829027011,10.174087045006633,0.04468991607427597,0.4565403163433075,0.07149878144264221,0.0929824709892273,0.04280465468764305,0.26914653182029724,0.022337304428219795
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",-12.953966411934752,5.480638923341991,0.015383408404886723,0.9058934450149536,0.05686482414603233,0.004948142450302839,0.005896919872611761,0.00786642637103796,0.003146881004795432
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",-10.107846382700934,8.326758814511733,0.03542745113372803,0.926853358745575,0.02412782981991768,0.0015461076982319355,0.004717271309345961,0.00458073616027832,0.0027472232468426228
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",-10.489404064799906,7.945201132412759,0.030024055391550064,0.8869317173957825,0.035846907645463943,0.007662266958504915,0.012516923248767853,0.02171107567846775,0.005307087674736977
@user Troubling …,-10.78968585225381,7.644919344958857,0.036348242312669754,0.331492155790329,0.2956908941268921,0.032485708594322205,0.1582980453968048,0.1007392629981041,0.0449456088244915
@user Great!,-12.30643424622993,6.129050210060545,0.9284948110580444,0.027042334899306297,0.028213609009981155,0.004902578424662352,0.0024274166207760572,0.005469730123877525,0.003449445590376854
@user @user That is indeed the real question,-12.102204828150786,6.333279628139691,0.011947945691645145,0.844224214553833,0.045957475900650024,0.035262126475572586,0.017079349607229233,0.031959086656570435,0.013569904491305351
@user I had same great experience from Tokyo to Osaka,-12.554951469889776,5.8805329864007,0.183041051030159,0.4908161163330078,0.06843989342451096,0.03386349976062775,0.023356301710009575,0.1742136925458908,0.026269426569342613
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",-11.460070528834525,6.975413927455952,0.2805909216403961,0.6794964671134949,0.014075166545808315,0.006106705870479345,0.004243453964591026,0.011000853031873703,0.004486404825001955
Super fired up for future product development with our awesome Tesla team! Such an honor to work with them.,-9.345505440985477,9.089979015305,0.9794715642929077,0.006997023709118366,0.008354784920811653,0.001556586241349578,0.000814013066701591,0.0014992646174505353,0.0013067442923784256
"@user @user Kids are worth it if at all possible. I’m planning to increase childcare benefits at my companies significantly.

Hopefully, other companies do same.

Also, Musk Foundation plans to donate directly to families.

Hopefully, details to be announced next month.",-11.305498843099068,7.1308988302963465,0.32872745394706726,0.5659407377243042,0.02892928570508957,0.010204799473285675,0.011267036199569702,0.04422963038086891,0.01070102397352457
"@user Agreed, this needs to be addressed",-13.312433693992157,5.123963979403259,0.027849461883306503,0.706455647945404,0.04855698347091675,0.09252182394266129,0.04267921671271324,0.043788809329271317,0.03814804181456566
@user The world has gone mad,-11.697061046038241,6.739336627357174,0.02181060239672661,0.7340126037597656,0.06231360137462616,0.03083023428916931,0.04846833273768425,0.0819343850016594,0.020630253478884697
@user Terrible news,-10.862352668023215,7.5740450053721995,0.0062032132409513,0.1416827291250229,0.031134236603975296,0.07841817289590836,0.1283307522535324,0.5564126372337341,0.0578182078897953
"@user Future wars are all about the drones. Human crews of planes or tanks have no chance.

One exception: a purely analog, human-controlled vehicle is far more resilient to EMF weapons.",-10.318314630009343,8.118505067587098,0.02034039981663227,0.8330702781677246,0.03670493885874748,0.04111155867576599,0.021186588332057,0.032191451638936996,0.015394669026136398
@user Whoever controls the teleprompter is the real President! http,-9.303036448342413,9.133783249254028,0.033849116414785385,0.9302821159362793,0.018410520628094673,0.008178741671144962,0.002743357326835394,0.00225657457485795,0.004279458429664373
"@user @user We know so little today. I want to know the meaning of life or whatever the right question is to ask, as Douglas Adams would put it. 

Wait … are you guys related?",-12.499283492514014,5.937536205082426,0.005348123610019684,0.8803877830505371,0.036304328590631485,0.010330119170248508,0.020292751491069794,0.03865433484315872,0.008682310581207275
@user @user But sponges &amp; starfish obv can http,-12.668498701802667,5.768320995793772,0.03902248665690422,0.8647322654724121,0.020687513053417206,0.022276611998677254,0.014325633645057678,0.026867736130952835,0.012087726965546608
"@user @user Consciousness can understand the nature of the Universe. Clams, not so much.",-12.410953723771126,6.025865973825314,0.02481384389102459,0.8484790921211243,0.02777417004108429,0.02094127982854843,0.021891538053750992,0.0445222370326519,0.011577862314879894
@user Interesting. Who is behind the bot attack?,-12.214243429525071,6.222576268071369,0.028540829196572304,0.7585132122039795,0.15780441462993622,0.006862222217023373,0.02701871283352375,0.011872023344039917,0.009388629347085953
"For improved quality of sleep, raise head of your bed by about 3” or 5cm and don’t eat 3 hours before bedtime",-8.084922614291274,10.353607301184724,0.054691772907972336,0.8906751871109009,0.009322896599769592,0.016059482470154762,0.004296588711440563,0.01850437931716442,0.0064497715793550014
These polar launches will enable complete coverage of Earth (where approved by local government) http,-9.923940109929875,8.514589805546123,0.0077477735467255116,0.9621652364730835,0.011832734569907188,0.0032888820860534906,0.0040718382224440575,0.00877354759722948,0.0021200382616370916
Chuckmate,-9.387654318150842,9.050875597325156,0.22599807381629944,0.643678605556488,0.058903180062770844,0.02106739580631256,0.011111176572740078,0.027424855157732964,0.011816740036010742
@user Hello??? @user,-11.611984691919403,6.826545223556594,0.023055117577314377,0.22179017961025238,0.675312340259552,0.021045520901679993,0.027274874970316887,0.015188373625278473,0.016333522275090218
@user But Fifth Element was great,-13.054998298953883,5.384495062789089,0.1516457498073578,0.5801154971122742,0.12839147448539734,0.032743003219366074,0.015582023188471794,0.07530935108661652,0.016212772578001022
@user @user @user @user Base of the vehicle seems ok by flashlight. I was just out there about an hour ago. We shut down the pad for the night for safety. Will know more in the morning.,-12.078190884169977,6.361302477572996,0.017060808837413788,0.9270075559616089,0.01835007779300213,0.005272221751511097,0.006474148016422987,0.02222084067761898,0.0036144815385341644
"@user Cool, congrats! 

Now the simulators will have to spend more money on rendering.",-11.02793707393181,7.411556287811163,0.7721449732780457,0.1863773614168167,0.02078995853662491,0.007496628910303116,0.0025634984485805035,0.00615997239947319,0.004467496182769537
"@user @user @user @user Rereading The Life of Greece by Durant. In recent months, read American Caesar, Masters of Doom, Not Much of an Engineer, Wages of Destruction and Storm of Steel. 

Not much book fiction lately. Video games seem to have better stories these days.",-12.343668799310748,6.095824562432225,0.07657241076231003,0.78597092628479,0.03934495151042938,0.010153362527489662,0.010983549058437347,0.07036670297384262,0.006608055904507637
@user @user @user I do recommend a lot of books,-13.71210576874415,4.727387818712341,0.17322894930839539,0.7168493866920471,0.043328214436769485,0.012513555586338043,0.015157056972384453,0.023916203528642654,0.01500655710697174
@user And too many little red or green LED indicators,-12.882665525756954,5.556828061699537,0.011519718915224075,0.8489670753479004,0.048744939267635345,0.01858668401837349,0.027217188850045204,0.030872734263539314,0.014091625809669495
@user @user YouTube keeps playing me the same annoying scam ads every time I use it. The algorithm is convinced that I can “make money through Audible” …,-11.881295784644223,6.558197802812269,0.01707063615322113,0.18392841517925262,0.015950733795762062,0.6457701325416565,0.016096271574497223,0.025228379294276237,0.09595540910959244
"@user @user @user That is one of the things we will be doing going forward.

This particular issue, however, was specific to the engine spin start test (Raptor has a complex start sequence). 

Going forward, we won’t do a spin start test with all 33 engines at once.",-12.570196674322716,5.869296913133774,0.006938708946108818,0.9377478957176208,0.014628581702709198,0.00988293718546629,0.005687478929758072,0.020994655787944794,0.004119758028537035
"@user @user Trump would be 82 at end of term, which is too old to be chief executive of anything, let alone the United States of America.

If DeSantis runs against Biden in 2024, then DeSantis will easily win – he doesn’t even need to campaign.",-10.267611581328671,8.17188200612782,0.014331000857055187,0.9223843812942505,0.026911474764347076,0.005990180652588606,0.007821178063750267,0.01739802025258541,0.005163705907762051
"@user @user Yeah, but too much drama. Do we really want a bull in a china shop situation every single day!?

Also, I think the legal maximum age for start of Presidential term should be 69.",-11.503150851622442,6.9363427358340495,0.01128475647419691,0.7040194869041443,0.09138277173042297,0.12181104719638824,0.02441265620291233,0.017461411654949188,0.029627904295921326
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",-10.411690739086179,8.027802848370312,0.02758692391216755,0.8657439947128296,0.021391795948147774,0.03995060920715332,0.010185631923377514,0.017777584493160248,0.01736343279480934
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",-9.882695141447895,8.556798446008598,0.010564232245087624,0.9454808831214905,0.018993215635418892,0.005713990423828363,0.006439953111112118,0.009151111356914043,0.003656705841422081
@user Not true,-9.19649243324076,9.243001154215731,0.08008496463298798,0.38654711842536926,0.10869237780570984,0.0945347249507904,0.04473204165697098,0.2226361334323883,0.06277261674404144
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",-12.259476933803919,6.180016653652572,0.018994804471731186,0.8337780237197876,0.02771909162402153,0.03513278812170029,0.018956372514367104,0.05118156969547272,0.01423727534711361
"@user Yeah, actually not good. Team is assessing damage.",-10.819278816882036,7.620214770574455,0.011742785573005676,0.806641697883606,0.03754982352256775,0.02390245720744133,0.025008678436279297,0.08134684711694717,0.013807746581733227
@user Mimic + Dark Moon + Stars of Ruin,-11.93221587507148,6.507277712385012,0.11868374794721603,0.7865749597549438,0.03208540752530098,0.011322002857923508,0.01026142481714487,0.03222130984067917,0.008851141668856144
@user Absolutely,-11.535746329871893,6.903747257584598,0.21984361112117767,0.33087870478630066,0.18994466960430145,0.0892946645617485,0.0370805598795414,0.07247193157672882,0.06048574298620224
"@user Good chance you’re experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",-11.381595650044634,7.057897937411856,0.015338229015469551,0.7836736440658569,0.02937358245253563,0.036468084901571274,0.037477124482393265,0.0758257582783699,0.021843597292900085
@user @user @user @user @user @user @user @user @user @user Children are essential to the future,-11.009379448894691,7.430114138561801,0.19625748693943024,0.7617372870445251,0.013591412454843521,0.008119592443108559,0.003887909697368741,0.010469772852957249,0.00593650434166193
@user Ancient times,-11.255613209098634,7.1846291527173145,0.11066333204507828,0.6243157386779785,0.06933008879423141,0.04094505310058594,0.04229402169585228,0.0813971608877182,0.031054465100169182
"Was just up in the booster propulsion section. Damage appears to be minor, but we need to inspect all the engines. Best to do this in the high bay.",-10.821499984145534,7.618742377670413,0.008588237687945366,0.8541341423988342,0.06608375906944275,0.007754480000585318,0.028286876156926155,0.02866540476679802,0.006486962549388409
Starship launch site tonight http,-9.561884321188126,8.878358040627822,0.007348344195634127,0.9680782556533813,0.01423341128975153,0.0012824364239349961,0.002938736230134964,0.0044797323644161224,0.0016389923403039575
@user @user Join our underground movement!,-11.638959327344327,6.80128303447162,0.19003619253635406,0.7251473665237427,0.02907448820769787,0.01614023931324482,0.011627119034528732,0.01451114285737276,0.013463334180414677
Excited about @user potential!,-9.813836085426395,8.626406276389554,0.9510571956634521,0.015425032936036587,0.02298251911997795,0.002146802842617035,0.003234957344830036,0.002602436812594533,0.002551148645579815
Oh the irony lol,-8.916552141220553,9.523690191176541,0.05859743803739548,0.8124698996543884,0.07173933833837509,0.013757246546447277,0.009999480098485947,0.02492198534309864,0.008514639921486378
@user @user No problem to recycle the 4680 pack. Just think of any battery pack as super high grade ore – it is always better to start with high grade ore than low grade!,-11.865166491797472,6.57507584059962,0.14797142148017883,0.8069857358932495,0.015158120542764664,0.010935955680906773,0.003638793947175145,0.01051968801766634,0.0047903601080179214
"@user @user @user @user Most importantly, we need to delete or thermally protect remaining secondary structure, so we can remove shrouds",-11.967020985119134,6.473890696352274,0.009739723987877369,0.90171879529953,0.01601870357990265,0.026095367968082428,0.009214576333761215,0.027949679642915726,0.00926310196518898
"@user 10.13 goes to internal beta tomorrow, external next week. Should handle Chuck’s complex left turn.

Beta v11 hopefully end of next month, which just amounts to incorporating highway. Importance of “v11” has been reduced by all the 10.x releases. We’re already mostly at v11.",-11.951706750146093,6.489204931325317,0.009542657993733883,0.9459908604621887,0.018479185178875923,0.0037614793982356787,0.004800551570951939,0.014312684535980225,0.0031125452369451523
@user Thanks for everything you have done for Tesla! It has been an honor working with you.,-11.681656410807715,6.759255270663693,0.9606000185012817,0.020778970792889595,0.007594718597829342,0.003160165622830391,0.0011049153981730342,0.004375928547233343,0.002385177882388234
"@user Absolutely. 

And lithium batteries are the new oil.",-10.692883157039033,7.748028524432376,0.022738059982657433,0.9296717047691345,0.028218505904078484,0.004796601366251707,0.0038842468056827784,0.006952226161956787,0.0037386745680123568
"@user If testing goes well, as soon as next month",-12.647898073087266,5.793013608384144,0.03179067000746727,0.7938141226768494,0.051130663603544235,0.020973576232790947,0.034293800592422485,0.05231095477938652,0.015686042606830597
@user Cool,-12.672590685677637,5.768320995793772,0.2590061128139496,0.3916219174861908,0.13138222694396973,0.07591432332992554,0.031141985207796097,0.06993243098258972,0.04100093990564346
Gives whole new meaning to Go Pros!,-9.939035194167065,8.501876487304344,0.21010161936283112,0.7364234328269958,0.024589980021119118,0.0071604591794312,0.00736236572265625,0.008745386265218258,0.005616673268377781
@user Imagine if MSNBC did that,-8.826640711479014,9.614270969992395,0.018503250554203987,0.732606828212738,0.06261976063251495,0.058048322796821594,0.030479205772280693,0.06702867895364761,0.030713893473148346
A+ for cinematography http,-7.482258804786384,10.958652876685026,0.02478679269552231,0.9361805319786072,0.015917299315333366,0.003589639673009515,0.005714989732950926,0.009332295507192612,0.004478442016988993
"@user @user Mars is, admittedly, a fixer upper of a planet",-13.143455555225648,5.298317366548036,0.03121568076312542,0.8313584327697754,0.05432277172803879,0.0173803623765707,0.011482542380690575,0.04576371610164642,0.00847636628895998
@user The scale is 🤯 &amp; anyone can visit!,-11.653927939464106,6.787844982309579,0.0381099209189415,0.9031098484992981,0.03674758970737457,0.002216864610090852,0.006456087809056044,0.010013130493462086,0.0033465165179222822
@user I wonder if there is a species in the Magellanic Clouds wondering who lives in the big galaxy they orbit,-11.521101417525001,6.920671504248683,0.01706310734152794,0.7724645137786865,0.0867837443947792,0.015823623165488243,0.04962112382054329,0.04361869767308235,0.014625241979956627
"@user @user @user @user @user Some small tubes &amp; wiring need to be nested in a bigger tube for thermal protection, kinda like conduit in a house. 

Engines themselves &amp; booster base are extremely robust. High strength stainless steel is bulletproof to a handgun at ~2.5mm thickness. Booster dome is 4mm.",-13.113896752984104,5.327876168789581,0.044076286256313324,0.8803032040596008,0.022754287347197533,0.018704984337091446,0.008814590983092785,0.01859581470489502,0.006750818341970444
@user @user @user @user @user Electric power for booster &amp; ship is needed even when engines aren’t running &amp; incremental power draw of TVC isn’t too bad. We have local supercaps on each engine to deal with power spikes.,-13.23776623469689,5.204006687076795,0.04887906461954117,0.8549771308898926,0.020610298961400986,0.029526472091674805,0.010210826992988586,0.025002652779221535,0.010793420486152172
"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",-12.924320025308978,5.517452896464707,0.010751149617135525,0.8785547018051147,0.03532767295837402,0.020578324794769287,0.01988312602043152,0.024599431082606316,0.010305588133633137
"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",-12.799865850835571,5.641907070938114,0.018491894006729126,0.9100484251976013,0.030619565397500992,0.01764628291130066,0.005453550722450018,0.012055100873112679,0.005685126408934593
Dragon launching in 2 mins http,-10.136536092281093,8.305236829492593,0.016165824607014656,0.9349350929260254,0.02813626639544964,0.0021138458978384733,0.0077150422148406506,0.00833341758698225,0.002600586973130703
@user Global _______,-11.22679462990383,7.215239978730097,0.043679311871528625,0.9031739234924316,0.02638005092740059,0.007126293145120144,0.005189246963709593,0.008565271273255348,0.005885901860892773
@user Cumulative tonnage to orbit this year is the right metric,-13.09492707791646,5.3471075307174685,0.026602763682603836,0.8698086738586426,0.06173836812376976,0.00920328963547945,0.009991363622248173,0.0168604739010334,0.005795053206384182
@user @user Write to the @user That would be great.,-12.553156650301046,5.8888779583328805,0.19003722071647644,0.6944712996482849,0.030476542189717293,0.02539229393005371,0.01552184671163559,0.02714196778833866,0.01695880852639675
@user Charlie Ergen is trying steal the 12GHz band meant for space Internet. Not cool.,-12.515108582663517,5.926926025970411,0.027212779968976974,0.7238662838935852,0.04707586392760277,0.1200084462761879,0.019160622730851173,0.026660844683647156,0.03601514548063278
@user Progress,-12.618988713150909,5.823045895483019,0.2576361298561096,0.43149882555007935,0.11528941243886948,0.0512426532804966,0.024510957300662994,0.08445140719413757,0.03537065163254738
@user @user We’re making progress with Steam integration. Demo probably next month.,-11.174509180805757,7.267525427828172,0.014670534990727901,0.8714302182197571,0.045303862541913986,0.004817302338778973,0.013907675631344318,0.04409929737448692,0.005771067459136248
@user @user It’s a flat trade,-13.551685480412175,4.890349128221754,0.01947917230427265,0.8377687931060791,0.05297664552927017,0.033714693039655685,0.010633415542542934,0.03335286304354668,0.01207449845969677
"@user Actually true. Then I suggested to the team that it didn’t need to be quite so pointy, since that’s just based on a movie joke, but everyone likes it pointy, so we kept it that way.",-12.009094515894748,6.432940092739179,0.05886450409889221,0.866091787815094,0.014184809289872646,0.014407816343009472,0.004515011329203844,0.03492923080921173,0.007006925065070391
@user @user 😋 bagels,-12.936703072701565,5.5053315359323625,0.14071433246135712,0.8368932604789734,0.01043282076716423,0.002874611411243677,0.00159044424071908,0.005719012580811977,0.0017754280706867576
"@user If inflation calms down, we can lower prices for cars",-11.61874848627824,6.823286122355687,0.026192551478743553,0.8049901723861694,0.0347200445830822,0.02916761115193367,0.02518453635275364,0.06798606365919113,0.011759023182094097
"Tesla is to protect life on Earth,
SpaceX to extend life beyond.",-8.513366757567502,9.928667851066427,0.034441228955984116,0.9065989851951599,0.02915368229150772,0.0058847395703196526,0.007243383675813675,0.012461962178349495,0.004215982276946306
"@user 20 to 30 years from first human landing if launch rate growth is exponential.

Assumes transferring ~100k each rendezvous and ~1M total people needed.",-12.082460739961551,6.359573868672378,0.018141642212867737,0.899734377861023,0.032195307314395905,0.011669779196381569,0.010079517029225826,0.020698972046375275,0.007480373606085777
"Mars may be a fixer upper of a planet, but it has great potential!",-9.314206658232209,9.127827950401718,0.05883374437689781,0.8078057765960693,0.04940272495150566,0.009704046882689,0.012335552833974361,0.05604638531804085,0.005871894769370556
@user Also worth getting a particle counter,-13.473407840169772,4.969813299576001,0.03669072687625885,0.8564332723617554,0.037886686623096466,0.018312815576791763,0.011263836175203323,0.030400600284337997,0.009012087248265743
"@user @user It’s on the future product list. Especially important in places like Austin, which has next-level amounts of pollen in the air.",-12.882539508730245,5.560681631015528,0.01785612665116787,0.9102120399475098,0.027389107272028923,0.009869743138551712,0.008894301019608974,0.01891404017806053,0.006864490453153849
@user Things will get wild when Andromeda collides with our galaxy!,-10.77186021655513,7.671360923190644,0.45178964734077454,0.3977527618408203,0.09968971461057663,0.007028758525848389,0.017922384664416313,0.018526306375861168,0.007290384732186794
@user @user They should keep running,-11.037725476546301,7.405495663199472,0.020374998450279236,0.8710554242134094,0.03324772045016289,0.03254669904708862,0.009432016871869564,0.02070116251707077,0.012641960754990578
@user True. I have a CO2 monitor on my desk. It beeps whenever ppm&gt;1000.,-12.037992730600518,6.405228458030842,0.03871927410364151,0.8156971335411072,0.03145786002278328,0.028092706575989723,0.016962502151727676,0.056521911174058914,0.01254853792488575
@user @user About twice as much useful mass to orbit as rest of Earth combined,-11.465939847000612,6.977281341630747,0.027428636327385902,0.7658398747444153,0.05715743824839592,0.05459880083799362,0.02200627513229847,0.05517910420894623,0.0177898071706295
@user Absolutely,-12.495186199450712,5.948034989180646,0.21984361112117767,0.33087870478630066,0.18994466960430145,0.0892946645617485,0.0370805598795414,0.07247193157672882,0.06048574298620224
"@user @user More accurate word is “propellant”, rather than “fuel”. Starship is ~78% liquid oxygen, ~22% fuel.

Propellant cost is of primary importance for a fully reusable rocket, so reusable rockets want high thrust, as thrust below T/W of 1 is irrelevant.",-12.464335423730237,5.978885764901122,0.014776204712688923,0.8170684576034546,0.026534147560596466,0.08023010194301605,0.01134501863270998,0.03249230608344078,0.017553800716996193
@user I use this example a lot,-11.084390290289004,7.358830898342354,0.05385759100317955,0.6500067710876465,0.056674227118492126,0.052447136491537094,0.06303893029689789,0.07579220831394196,0.048183053731918335
"@user @user Starlink bandwidth varies a lot, depending on user terminal density &amp; time of day. That’s why the long wait in some areas.

Throughput is roughly linear with total V1 satellites in operation. V2 satellites are at least 5 times better (conservative estimate) than V1.",-13.0633238350909,5.37989735354046,0.013846423476934433,0.897509753704071,0.020624225959181786,0.02110479585826397,0.01226122211664915,0.027123240754008293,0.0075303493067622185
